x,y,z,s1,s2,s3,s4
-16948,-3440,-4900,77,69,85,81
-16856,-3444,-4992,76,69,85,81
-16848,-3616,-4940,76,70,84,81
-17008,-3588,-4664,76,69,84,82
-17296,-3456,-4428,75,70,84,82
-17836,-3240,-4224,75,70,83,83
-18364,-3448,-4204,74,71,83,83
-18240,-3440,-4216,73,71,83,83
-18164,-3288,-4168,72,71,82,84
-18060,-3100,-4696,72,72,82,84
-17992,-2880,-5280,71,73,81,84
-17724,-2652,-5712,71,73,81,84
-17552,-2356,-5812,70,73,80,84
-17564,-1832,-6024,69,73,79,85
-17656,-1664,-6220,68,74,79,85
-17932,-1476,-6244,67,74,78,86
-17820,-1048,-6024,66,74,77,86
-17660,-828,-5860,65,75,77,87
-17608,-528,-6016,64,75,76,87
-17772,-700,-5976,64,75,75,87
-17760,-568,-6356,62,76,74,88
-17832,-604,-6232,61,76,73,88
-17852,-580,-6280,60,76,73,88
-18100,-604,-6316,60,76,72,88
-18484,-580,-6348,58,77,70,89
-18620,-408,-6320,57,77,70,89
-18960,-364,-6428,56,77,69,89
-18936,-404,-6536,56,78,69,89
-19000,-380,-6100,56,78,68,90
-18976,-464,-6040,56,77,68,90
-19088,-440,-5964,55,78,68,90
-19208,-368,-5740,54,78,67,91
-19368,-472,-5420,54,77,67,90
-19448,-464,-5392,54,77,67,91
-19716,-500,-5348,54,78,67,90
